GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOHAM,G20PREOFUE,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR
34017030A18,34,017,030A18,111.47,12.74,0.27,0.34,0.07,0.11,0.07,0.04,109.11,9.92,0.61,1.86,0.24
34017030A19,34,017,030A19,275.88,31.54,0.67,0.85,0.18,0.26,0.16,0.1,270.04,24.56,1.5,4.62,0.6
34017030A20,34,017,030A20,291.21,33.29,0.71,0.9,0.19,0.28,0.17,0.1,285.04,25.93,1.58,4.87,0.64
34017030A21,34,017,030A21,72.92,8.34,0.18,0.22,0.05,0.07,0.04,0.03,71.37,6.49,0.4,1.22,0.16
34017030A22,34,017,030A22,372.02,42.53,0.9,1.14,0.24,0.35,0.22,0.13,364.15,33.12,2.02,6.22,0.81
34017030A23,34,017,030A23,152.68,40.8,0.57,0.8,0.11,0.21,0.1,0.02,148.05,33.5,1.87,3.2,0.62
34017030A24,34,017,030A24,247.94,66.26,0.92,1.3,0.18,0.34,0.17,0.04,240.43,54.4,3.03,5.19,1.01
34017030A25,34,017,030A25,22.7,6.07,0.08,0.12,0.02,0.03,0.02,0,22.01,4.98,0.28,0.48,0.09
34017030A26,34,017,030A26,275.42,31.49,0.67,0.85,0.18,0.26,0.16,0.1,269.59,24.52,1.5,4.61,0.6
34017030A27,34,017,030A27,55.73,6.37,0.14,0.17,0.04,0.05,0.03,0.02,54.55,4.96,0.3,0.93,0.12
34017030A28,34,017,030A28,474.96,126.93,1.76,2.49,0.35,0.65,0.33,0.08,460.57,104.2,5.8,9.95,1.93
34017030A29,34,017,030A29,11.48,3.07,0.04,0.06,0.01,0.02,0.01,0,11.13,2.52,0.14,0.24,0.05
34017030A30,34,017,030A30,185.27,49.51,0.69,0.97,0.14,0.25,0.13,0.03,179.65,40.65,2.26,3.88,0.75
34017030A31,34,017,030A31,337.19,38.55,0.82,1.04,0.22,0.32,0.2,0.12,330.05,30.02,1.83,5.64,0.74
34017030A32,34,017,030A32,454.69,51.98,1.1,1.4,0.3,0.43,0.27,0.16,445.07,40.48,2.47,7.61,0.99
34017030A33,34,017,030A33,850.65,134.61,7.35,3.75,0.07,0.51,0.66,0.37,814.78,137.03,10.29,11.91,2.43
34017030A34,34,017,030A34,661.7,104.71,5.72,2.92,0.06,0.4,0.51,0.29,633.79,106.59,8.01,9.26,1.89
34017030B01,34,017,030B01,0,0,0,0,0,0,0,0,0,0,0,0,0
34017030B02,34,017,030B02,222.12,59.36,0.82,1.16,0.16,0.31,0.15,0.04,215.39,48.73,2.71,4.65,0.9
34017030B03,34,017,030B03,536.38,143.35,1.99,2.81,0.4,0.74,0.37,0.09,520.13,117.68,6.55,11.23,2.18
34017030B04,34,017,030B04,190.96,51.03,0.71,1,0.14,0.26,0.13,0.03,185.18,41.9,2.33,4,0.78
34017030B05,34,017,030B05,120.19,32.12,0.44,0.63,0.09,0.17,0.08,0.02,116.54,26.37,1.47,2.52,0.49
34017030B06,34,017,030B06,192.74,51.51,0.71,1.01,0.14,0.26,0.13,0.03,186.9,42.29,2.35,4.04,0.78
34017030B07,34,017,030B07,596.63,159.45,2.21,3.12,0.44,0.82,0.41,0.09,578.55,130.9,7.29,12.49,2.43
34017030B08,34,017,030B08,955.43,255.56,3.53,5,0.71,1.31,0.66,0.15,926.5,209.87,11.66,19.99,3.89
34017030B09,34,017,030B09,536.43,143.36,1.99,2.81,0.4,0.74,0.37,0.09,520.17,117.69,6.55,11.23,2.18
34017030B10,34,017,030B10,85.02,22.72,0.31,0.45,0.06,0.12,0.06,0.01,82.44,18.65,1.04,1.78,0.35
34017030B11,34,017,030B11,482.52,128.96,1.79,2.53,0.36,0.66,0.33,0.08,467.9,105.86,5.89,10.1,1.96
34017030B12,34,017,030B12,148.23,39.61,0.55,0.78,0.11,0.2,0.1,0.02,143.74,32.52,1.81,3.1,0.6
34017030B13,34,017,030B13,283.55,75.78,1.05,1.48,0.21,0.39,0.19,0.04,274.96,62.21,3.46,5.94,1.15
34017030B14,34,017,030B14,307.59,82.2,1.14,1.61,0.23,0.42,0.21,0.05,298.27,67.48,3.76,6.44,1.25
34017030B15,34,017,030B15,65.45,20.05,0.22,0.31,0.04,0.08,0.04,0.01,63.69,17.26,0.71,1.22,0.24
34017030B16,34,017,030B16,431.78,115.39,1.6,2.26,0.32,0.59,0.3,0.07,418.7,94.73,5.27,9.04,1.76
34017030B17,34,017,030B17,53.86,14.39,0.2,0.28,0.04,0.07,0.04,0.01,52.23,11.82,0.66,1.13,0.22
34017030B18,34,017,030B18,31.6,8.45,0.12,0.17,0.02,0.04,0.02,0.01,30.65,6.93,0.39,0.66,0.13
34017030B19,34,017,030B19,229.24,61.27,0.85,1.2,0.17,0.32,0.16,0.04,222.3,50.3,2.8,4.8,0.93
34017030B20,34,017,030B20,88.14,23.55,0.33,0.46,0.07,0.12,0.06,0.01,85.47,19.34,1.08,1.85,0.36
34017030B21,34,017,030B21,215.02,57.46,0.8,1.13,0.16,0.3,0.15,0.03,208.5,47.17,2.63,4.5,0.88
34017030B22,34,017,030B22,231.47,61.86,0.86,1.21,0.17,0.32,0.16,0.04,224.46,50.78,2.83,4.85,0.94
34017030B23,34,017,030B23,125.08,33.43,0.46,0.65,0.09,0.17,0.09,0.02,121.29,27.44,1.53,2.62,0.51
34017030B24,34,017,030B24,299.57,80.06,1.11,1.57,0.22,0.41,0.21,0.05,290.5,65.73,3.66,6.27,1.22
34017030B25,34,017,030B25,220.79,59.01,0.82,1.16,0.16,0.3,0.15,0.04,214.1,48.44,2.7,4.62,0.9
34017030B26,34,017,030B26,877.33,234.47,3.25,4.59,0.65,1.21,0.6,0.14,850.75,192.48,10.72,18.37,3.57
34017030B27,34,017,030B27,299.57,80.06,1.11,1.57,0.22,0.41,0.21,0.05,290.5,65.73,3.66,6.27,1.22
34017030B28,34,017,030B28,104.16,27.84,0.39,0.55,0.08,0.14,0.07,0.02,101,22.85,1.27,2.18,0.42
34017030B29,34,017,030B29,367.23,98.14,1.36,1.92,0.27,0.5,0.25,0.06,356.11,80.57,4.49,7.69,1.5
34017030B30,34,017,030B30,253.73,67.81,0.94,1.33,0.19,0.35,0.17,0.04,246.04,55.67,3.1,5.31,1.03
34017030B31,34,017,030B31,72.11,19.27,0.27,0.38,0.05,0.1,0.05,0.01,69.93,15.82,0.88,1.51,0.29
34017030B32,34,017,030B32,356.55,95.29,1.32,1.87,0.26,0.49,0.25,0.06,345.75,78.23,4.36,7.47,1.45
34017030B33,34,017,030B33,467.35,124.9,1.73,2.45,0.35,0.64,0.32,0.07,453.19,102.53,5.71,9.79,1.9
34017030C01,34,017,030C01,525.57,99.4,4.92,2.24,0.25,0.57,0.68,0.29,502.7,97.94,6.66,7.45,1.46
34017030C02,34,017,030C02,224.34,42.43,2.1,0.96,0.11,0.24,0.29,0.12,214.57,41.8,2.84,3.18,0.62
34017030C03,34,017,030C03,62.8,11.88,0.59,0.27,0.03,0.07,0.08,0.03,60.06,11.7,0.8,0.89,0.17
34017030C04,34,017,030C04,688.48,130.21,6.44,2.94,0.33,0.75,0.89,0.37,658.52,128.3,8.73,9.75,1.91
34017030C05,34,017,030C05,140.55,48.61,0.79,0.39,0.24,0.31,0.31,0,136.15,42.47,1.42,2.91,0.71
34017030C06,34,017,030C06,533.44,184.48,2.99,1.49,0.9,1.19,1.19,0,516.73,161.2,5.37,11.05,2.69
34017030C07,34,017,030C07,377.47,100.88,1.4,1.98,0.28,0.52,0.26,0.06,366.03,82.82,4.61,7.9,1.54
34017030C08,34,017,030C08,61.46,20.28,0.32,0.2,0.09,0.13,0.12,0,59.55,17.55,0.65,1.28,0.3
34017030C09,34,017,030C09,355.03,94.88,1.31,1.86,0.26,0.49,0.24,0.06,344.27,77.89,4.34,7.43,1.45
34017030C10,34,017,030C10,1245.48,332.86,4.61,6.52,0.92,1.71,0.86,0.2,1207.74,273.25,15.21,26.08,5.07
34017030C11,34,017,030C11,913.2,173.29,8.5,3.91,0.44,0.99,1.17,0.49,873.55,170.42,11.57,12.99,2.55
34017030C12,34,017,030C12,391.27,104.57,1.45,2.05,0.29,0.54,0.27,0.06,379.42,85.84,4.78,8.19,1.59
34017030C13,34,017,030C13,540.84,144.54,2,2.83,0.4,0.74,0.37,0.09,524.45,118.66,6.61,11.33,2.2
34017030C14,34,017,030C14,1392.17,372.14,5.15,7.29,1.03,1.91,0.96,0.22,1349.99,305.53,17,29.15,5.67
34017030C15,34,017,030C15,249.82,47.25,2.34,1.07,0.12,0.27,0.32,0.14,238.95,46.55,3.17,3.54,0.69
34017030C16,34,017,030C16,149.25,28.23,1.4,0.64,0.07,0.16,0.19,0.08,142.76,27.81,1.89,2.11,0.41
34017030C17,34,017,030C17,469.07,92.4,4.6,2,0.23,0.48,0.64,0.25,448.31,91.89,5.79,6.52,1.32
34017030C18,34,017,030C18,589.73,111.53,5.52,2.52,0.28,0.64,0.76,0.32,564.07,109.9,7.48,8.36,1.64
34017030C19,34,017,030C19,214.32,40.53,2,0.92,0.1,0.23,0.28,0.12,205,39.94,2.72,3.04,0.6
34017030C20,34,017,030C20,539.5,144.18,2,2.82,0.4,0.74,0.37,0.09,523.15,118.36,6.59,11.3,2.2
34017030C21,34,017,030C21,460.71,123.13,1.71,2.41,0.34,0.63,0.32,0.07,446.75,101.08,5.63,9.65,1.88
34017030C22,34,017,030C22,321.69,111.25,1.8,0.9,0.54,0.72,0.72,0,311.61,97.21,3.24,6.66,1.62
34017030C23,34,017,030C23,370.71,116.94,2.34,1.14,0.54,0.75,0.76,0.04,358.22,103.7,3.92,7.21,1.7
34017030C24,34,017,030C24,636.33,120.35,5.95,2.72,0.3,0.69,0.82,0.35,608.63,118.58,8.07,9.02,1.77
34017030C25,34,017,030C25,477.44,159.78,2.8,1.39,0.76,1.03,1.04,0.02,462.06,140.33,4.9,9.66,2.33
34017030C26,34,017,030C26,334.74,89.46,1.24,1.75,0.25,0.46,0.23,0.05,324.6,73.44,4.09,7.01,1.36
34017030C27,34,017,030C27,391.57,104.65,1.45,2.05,0.29,0.54,0.27,0.06,379.7,85.91,4.78,8.2,1.59
34017030C28,34,017,030C28,581.79,155.48,2.15,3.05,0.43,0.8,0.4,0.09,564.16,127.64,7.11,12.18,2.37
34017030C29,34,017,030C29,171.55,32.44,1.6,0.73,0.08,0.19,0.22,0.09,164.08,31.97,2.17,2.43,0.48
34017030C30,34,017,030C30,334.91,63.34,3.13,1.43,0.16,0.36,0.43,0.18,320.34,62.41,4.25,4.74,0.93
34017030C31,34,017,030C31,155.45,29.4,1.45,0.66,0.07,0.17,0.2,0.08,148.68,28.97,1.97,2.2,0.43
34017030D01,34,017,030D01,747.8,203.48,4.77,3.71,0.18,1.94,0.88,0.35,715.27,169.01,13.44,17.68,3.71
34017030D02,34,017,030D02,307.77,119.36,2.33,1.22,0.24,0.43,0.12,0.06,295.46,99.1,4.35,8.88,1.71
34017030D03,34,017,030D03,568.87,154.79,3.63,2.82,0.13,1.48,0.67,0.27,544.13,128.57,10.22,13.45,2.82
34017030D04,34,017,030D04,559.31,152.19,3.57,2.78,0.13,1.45,0.66,0.26,534.98,126.41,10.05,13.22,2.78
34017030D05,34,017,030D05,258.14,70.24,1.65,1.28,0.06,0.67,0.31,0.12,246.91,58.34,4.64,6.1,1.28
34017030D06,34,017,030D06,310.73,84.55,1.98,1.54,0.07,0.81,0.37,0.15,297.21,70.23,5.58,7.35,1.54
34017030D07,34,017,030D07,437.75,119.11,2.79,2.17,0.1,1.14,0.52,0.21,418.71,98.93,7.87,10.35,2.17
34017030D08,34,017,030D08,278.62,108.06,2.11,1.11,0.22,0.39,0.11,0.06,267.48,89.71,3.93,8.03,1.55
34017030D09,34,017,030D09,92.99,36.06,0.7,0.37,0.07,0.13,0.04,0.02,89.27,29.94,1.31,2.68,0.52
34017030D10,34,017,030D10,244.27,94.73,1.85,0.97,0.19,0.34,0.1,0.05,234.5,78.65,3.45,7.04,1.36
34017030D11,34,017,030D11,361.71,134.71,1.87,1.25,0,0,0,0,345.5,106.02,3.12,18.09,1.87
34017030D12,34,017,030D12,148.85,57.73,1.12,0.59,0.12,0.21,0.06,0.03,142.9,47.93,2.1,4.29,0.83
34017030D13,34,017,030D13,718.24,278.55,5.43,2.86,0.57,1,0.29,0.14,689.52,231.27,10.14,20.71,4
34017030D14,34,017,030D14,140.18,54.36,1.06,0.56,0.11,0.2,0.06,0.03,134.57,45.14,1.98,4.04,0.78
34017030D15,34,017,030D15,363.98,141.16,2.75,1.45,0.29,0.51,0.14,0.07,349.43,117.2,5.14,10.5,2.03
34017030D16,34,017,030D16,107.9,29.36,0.69,0.54,0.03,0.28,0.13,0.05,103.21,24.39,1.94,2.55,0.54
34017030D17,34,017,030D17,305.95,83.25,1.95,1.52,0.07,0.8,0.36,0.14,292.64,69.15,5.5,7.23,1.52
34017030D18,34,017,030D18,336.68,91.61,2.15,1.67,0.08,0.88,0.4,0.16,322.03,76.09,6.05,7.96,1.67
34017030D19,34,017,030D19,259.51,70.61,1.66,1.29,0.06,0.67,0.31,0.12,248.22,58.65,4.66,6.13,1.29
34017030D20,34,017,030D20,148.88,40.51,0.95,0.74,0.04,0.39,0.18,0.07,142.4,33.65,2.67,3.52,0.74
34017030D21,34,017,030D21,188.49,51.29,1.2,0.94,0.04,0.49,0.22,0.09,180.29,42.6,3.39,4.46,0.94
34017030D22,34,017,030D22,228.11,88.47,1.72,0.91,0.18,0.32,0.09,0.05,218.99,73.45,3.22,6.58,1.27
34017030D23,34,017,030D23,755.22,292.89,5.71,3,0.6,1.05,0.3,0.15,725.03,243.18,10.66,21.78,4.21
34017030D24,34,017,030D24,502.82,195.01,3.8,2,0.4,0.7,0.2,0.1,482.72,161.91,7.1,14.5,2.8
34017030D25,34,017,030D25,423.75,164.34,3.2,1.69,0.34,0.59,0.17,0.08,406.81,136.45,5.98,12.22,2.36
34017030D26,34,017,030D26,476.4,184.76,3.6,1.89,0.38,0.66,0.19,0.09,457.35,153.4,6.73,13.74,2.65
34017030D27,34,017,030D27,271.18,105.17,2.05,1.08,0.22,0.38,0.11,0.05,260.34,87.32,3.83,7.82,1.51
34017030D28,34,017,030D28,75.64,29.34,0.57,0.3,0.06,0.11,0.03,0.02,72.62,24.36,1.07,2.18,0.42
34017030D29,34,017,030D29,218.29,81.29,1.13,0.75,0,0,0,0,208.5,63.98,1.88,10.91,1.13
34017030E01,34,017,030E01,904.94,143.2,7.82,3.99,0.08,0.55,0.7,0.39,866.78,145.78,10.95,12.67,2.58
34017030E02,34,017,030E02,343.81,54.4,2.97,1.52,0.03,0.21,0.27,0.15,329.31,55.38,4.16,4.81,0.98
34017030E03,34,017,030E03,760.78,122.24,6.62,3.34,0.09,0.49,0.62,0.34,728.62,124.07,9.24,10.66,2.17
34017030E04,34,017,030E04,409.08,77.37,3.83,1.75,0.19,0.44,0.53,0.22,391.28,76.23,5.19,5.8,1.14
34017030E05,34,017,030E05,844.56,159.73,7.9,3.61,0.4,0.92,1.09,0.46,807.8,157.38,10.71,11.97,2.35
34017030E06,34,017,030E06,432.2,68.39,3.74,1.9,0.04,0.26,0.34,0.19,413.97,69.62,5.23,6.05,1.23
34017030E07,34,017,030E07,628.41,118.85,5.88,2.68,0.3,0.68,0.81,0.34,601.06,117.1,7.97,8.9,1.75
34017030E08,34,017,030E08,89.39,14.15,0.77,0.39,0.01,0.05,0.07,0.04,85.62,14.4,1.08,1.25,0.25
34017030E09,34,017,030E09,889.15,168.16,8.32,3.8,0.42,0.96,1.15,0.48,850.46,165.69,11.27,12.6,2.47
34017030E10,34,017,030E10,1082.54,204.74,10.13,4.62,0.51,1.17,1.39,0.59,1035.43,201.73,13.72,15.34,3.01
34017030E11,34,017,030E11,750.65,141.97,7.02,3.21,0.36,0.81,0.97,0.41,717.99,139.88,9.52,10.63,2.09
34017030E12,34,017,030E12,588.82,111.36,5.51,2.51,0.28,0.64,0.76,0.32,563.2,109.73,7.46,8.34,1.64
34017030E13,34,017,030E13,225.7,42.69,2.11,0.96,0.11,0.24,0.29,0.12,215.88,42.06,2.86,3.2,0.63
34017030E14,34,017,030E14,532.4,100.69,4.98,2.27,0.25,0.58,0.69,0.29,509.23,99.21,6.75,7.54,1.48
34017030E15,34,017,030E15,1103.95,204.67,10.23,4.73,0.47,1.13,1.35,0.58,1056.09,202.35,13.92,15.62,3.08
34017030E16,34,017,030E16,749,141.66,7.01,3.2,0.36,0.81,0.96,0.41,716.4,139.57,9.49,10.61,2.08
34017030E17,34,017,030E17,286.68,54.22,2.68,1.22,0.14,0.31,0.37,0.16,274.2,53.42,3.63,4.06,0.8
34017030E18,34,017,030E18,409.54,77.45,3.83,1.75,0.19,0.44,0.53,0.22,391.71,76.32,5.19,5.8,1.14
34017030E19,34,017,030E19,875.5,165.58,8.19,3.74,0.42,0.95,1.13,0.47,837.4,163.15,11.1,12.4,2.43
34017030E20,34,017,030E20,1564.58,393.56,15.85,4.12,0.11,0.06,2.13,0.08,1490.1,412.56,11.03,14.26,7.32
34017030E21,34,017,030E21,282.13,44.64,2.44,1.24,0.02,0.17,0.22,0.12,270.23,45.45,3.41,3.95,0.8
34017030E22,34,017,030E22,571.24,140.02,5.34,1.39,0,0,0.7,0,544.54,146.29,3.95,5.11,2.79
34017030E23,34,017,030E23,490.27,120.18,4.58,1.2,0,0,0.6,0,467.35,125.56,3.39,4.38,2.39
34017030F01,34,017,030F01,1296.6,205.17,11.21,5.71,0.11,0.78,1.01,0.56,1241.92,208.87,15.69,18.15,3.7
34017030F02,34,017,030F02,870.5,107.02,3.17,2.9,0.47,0.77,0.55,0.32,848.5,89.79,5.87,14.1,2.02
34017030F03,34,017,030F03,823.92,94.2,2,2.53,0.54,0.78,0.49,0.29,806.49,73.35,4.48,13.78,1.8
34017030F04,34,017,030F04,142.58,16.3,0.35,0.44,0.09,0.13,0.08,0.05,139.57,12.69,0.78,2.39,0.31
34017030F05,34,017,030F05,291.57,46.14,2.52,1.29,0.03,0.18,0.23,0.13,279.27,46.97,3.53,4.08,0.83
34017030F06,34,017,030F06,396.17,45.29,0.96,1.22,0.26,0.37,0.23,0.14,387.79,35.27,2.15,6.63,0.87
34017030F07,34,017,030F07,282.85,32.34,0.69,0.87,0.18,0.27,0.17,0.1,276.86,25.18,1.54,4.73,0.62
34017030F08,34,017,030F08,600.99,68.71,1.46,1.85,0.39,0.57,0.36,0.21,588.27,53.51,3.27,10.05,1.31
34017030F09,34,017,030F09,351.12,40.14,0.85,1.08,0.23,0.33,0.21,0.12,343.69,31.26,1.91,5.87,0.77
34017030F10,34,017,030F10,549.9,62.87,1.33,1.69,0.36,0.52,0.33,0.2,538.26,48.96,2.99,9.2,1.2
34017030F11,34,017,030F11,874.08,99.93,2.12,2.69,0.57,0.83,0.52,0.31,855.59,77.82,4.75,14.62,1.91
34017030F12,34,017,030F12,405.46,46.36,0.98,1.25,0.26,0.38,0.24,0.14,396.88,36.1,2.21,6.78,0.89
34017030F13,34,017,030F13,596.35,68.18,1.45,1.83,0.39,0.56,0.35,0.21,583.73,53.09,3.24,9.98,1.3
34017030F14,34,017,030F14,1115.46,127.53,2.7,3.43,0.73,1.06,0.66,0.4,1091.85,99.31,6.07,18.66,2.44
34017030F15,34,017,030F15,668.3,76.93,1.69,2.07,0.43,0.63,0.4,0.24,653.9,60.36,3.71,11.15,1.47
34017030F16,34,017,030F16,554.08,63.35,1.34,1.7,0.36,0.52,0.33,0.2,542.36,49.33,3.01,9.27,1.21
34017030F17,34,017,030F17,178.35,20.39,0.43,0.55,0.12,0.17,0.11,0.06,174.57,15.88,0.97,2.98,0.39
34017030F18,34,017,030F18,450.51,51.51,1.09,1.38,0.29,0.43,0.27,0.16,440.98,40.11,2.45,7.54,0.99
34017030F19,34,017,030F19,294.92,33.72,0.71,0.91,0.19,0.28,0.17,0.1,288.68,26.26,1.6,4.93,0.65
34017030F20,34,017,030F20,571.27,65.31,1.38,1.76,0.37,0.54,0.34,0.2,559.18,50.86,3.11,9.56,1.25
34017030F21,34,017,030F21,549.9,62.87,1.33,1.69,0.36,0.52,0.33,0.2,538.26,48.96,2.99,9.2,1.2
34017030F22,34,017,030F22,698.06,79.81,1.69,2.15,0.45,0.66,0.41,0.25,683.29,62.15,3.8,11.68,1.53
34017030F23,34,017,030F23,99.39,11.36,0.24,0.31,0.06,0.09,0.06,0.04,97.29,8.85,0.54,1.66,0.22
34017030F24,34,017,030F24,82.21,9.4,0.2,0.25,0.05,0.08,0.05,0.03,80.47,7.32,0.45,1.38,0.18
34017030F25,34,017,030F25,94.75,10.83,0.23,0.29,0.06,0.09,0.06,0.03,92.74,8.44,0.52,1.59,0.21
34017030F26,34,017,030F26,89.28,10.25,0.22,0.28,0.06,0.08,0.05,0.03,87.37,8.01,0.49,1.49,0.2
34017030F27,34,017,030F27,215.02,34.02,1.86,0.95,0.02,0.13,0.17,0.09,205.95,34.64,2.6,3.01,0.61
34017030F28,34,017,030F28,512.94,81.17,4.43,2.26,0.04,0.31,0.4,0.22,491.3,82.63,6.21,7.18,1.46
34017030F29,34,017,030F29,1985.04,226.95,4.81,6.1,1.29,1.88,1.17,0.7,1943.03,176.72,10.8,33.21,4.34
34017030F30,34,017,030F30,1192.07,188.63,10.3,5.25,0.1,0.72,0.93,0.52,1141.79,192.03,14.42,16.69,3.4
34017030F31,34,017,030F31,1163.29,184.08,10.05,5.13,0.1,0.7,0.9,0.5,1114.23,187.4,14.07,16.29,3.32
34017035101,34,017,035101,136.89,73.22,0.68,0.72,0.07,0.27,0.38,0.21,134.5,58.14,1.88,5.5,0.82
34017035102,34,017,035102,168.14,89.93,0.84,0.88,0.08,0.34,0.46,0.25,165.21,71.41,2.31,6.76,1.01
34017035103,34,017,035103,83.6,44.71,0.42,0.44,0.04,0.17,0.23,0.13,82.14,35.5,1.15,3.36,0.5
34017035104,34,017,035104,54.25,29.01,0.27,0.28,0.03,0.11,0.15,0.08,53.3,23.04,0.75,2.18,0.33
34017035105,34,017,035105,31.57,16.88,0.16,0.17,0.02,0.06,0.09,0.05,31.01,13.41,0.43,1.27,0.19
34017035106,34,017,035106,194.35,141.24,1.4,1.36,0.13,0.08,0.59,0.04,189.86,121.16,2.08,9.15,2.03
34017035107,34,017,035107,76.93,41.15,0.38,0.4,0.04,0.15,0.21,0.12,75.59,32.68,1.06,3.09,0.46
34017035108,34,017,035108,295.28,157.52,1.49,1.55,0.15,0.59,0.8,0.44,290.15,125.12,4.07,11.8,1.76
34017035201,34,017,035201,94.07,50.31,0.47,0.49,0.05,0.19,0.26,0.14,92.42,39.95,1.29,3.78,0.56
34017035202,34,017,035202,66.62,35.63,0.33,0.35,0.03,0.13,0.18,0.1,65.46,28.3,0.91,2.68,0.4
34017035203,34,017,035203,98.19,52.51,0.49,0.51,0.05,0.2,0.27,0.15,96.47,41.7,1.35,3.95,0.59
34017035204,34,017,035204,105.56,51.06,0.66,0.61,0.04,0.18,0.2,0.13,104.09,41.05,1.6,3.37,0.52
34017035205,34,017,035205,42.83,22.91,0.21,0.22,0.02,0.09,0.12,0.06,42.08,18.19,0.59,1.72,0.26
34017035206,34,017,035206,1532.65,796.4,7.5,8.02,0.78,2.98,3.99,2.18,1505.33,632.53,21.02,59.44,8.95
34017035301,34,017,035301,843.7,613.15,6.07,5.88,0.55,0.37,2.57,0.18,824.21,526,9.01,39.71,8.82
34017035302,34,017,035302,205.66,149.46,1.48,1.43,0.13,0.09,0.63,0.04,200.91,128.22,2.2,9.68,2.15
34017035303,34,017,035303,474.73,345.01,3.41,3.31,0.31,0.21,1.45,0.1,463.77,295.97,5.07,22.35,4.97
34017035304,34,017,035304,267.34,194.28,1.92,1.86,0.17,0.12,0.82,0.06,261.16,166.67,2.85,12.58,2.8
34017035305,34,017,035305,233.89,169.98,1.68,1.63,0.15,0.1,0.71,0.05,228.49,145.82,2.5,11.01,2.45
34017035306,34,017,035306,59.29,43.09,0.43,0.41,0.04,0.03,0.18,0.01,57.92,36.96,0.63,2.79,0.62
34017035307,34,017,035307,77.09,41.23,0.38,0.4,0.04,0.15,0.21,0.12,75.75,32.74,1.06,3.1,0.46
34017035308,34,017,035308,243.03,176.62,1.75,1.69,0.16,0.11,0.74,0.05,237.42,151.52,2.6,11.44,2.54
34017035309,34,017,035309,230.85,167.77,1.66,1.61,0.15,0.1,0.7,0.05,225.52,143.92,2.46,10.87,2.41
34017035401,34,017,035401,427.39,310.6,3.07,2.98,0.28,0.19,1.3,0.09,417.52,266.45,4.56,20.12,4.47
34017035402,34,017,035402,169.83,123.42,1.22,1.18,0.11,0.07,0.52,0.04,165.9,105.88,1.81,7.99,1.78
34017035403,34,017,035403,73.84,53.66,0.53,0.51,0.05,0.03,0.23,0.02,72.13,46.03,0.79,3.48,0.77
34017035404,34,017,035404,305.99,222.38,2.2,2.13,0.2,0.13,0.93,0.07,298.92,190.77,3.27,14.4,3.2
34017035405,34,017,035405,1345.58,727.87,6.83,7.06,0.66,2.6,3.61,2.01,1321.6,581.08,18.24,53.66,8.31
34017035406,34,017,035406,544.23,395.51,3.91,3.79,0.36,0.24,1.66,0.12,531.65,339.3,5.81,25.62,5.69
34017035407,34,017,035407,314.9,228.85,2.26,2.2,0.21,0.14,0.96,0.07,307.62,196.32,3.36,14.82,3.29
34017040101,34,017,040101,238.43,115.45,0.91,0.82,0.14,0.23,0.37,0.29,237.76,95.32,2.28,6.4,0.97
34017040102,34,017,040102,478.73,231.81,1.83,1.64,0.28,0.46,0.74,0.59,477.4,191.39,4.58,12.85,1.95
34017040103,34,017,040103,205.06,99.29,0.78,0.7,0.12,0.2,0.32,0.25,204.49,81.98,1.96,5.51,0.84
34017040104,34,017,040104,517.83,250.74,1.98,1.78,0.3,0.5,0.8,0.64,516.39,207.02,4.96,13.9,2.11
34017040105,34,017,040105,722.65,349.92,2.76,2.48,0.42,0.7,1.12,0.89,720.64,288.9,6.92,19.4,2.95
34017040106,34,017,040106,424.64,205.62,1.62,1.46,0.25,0.41,0.66,0.52,423.46,169.76,4.07,11.4,1.73
34017040201,34,017,040201,191.88,92.91,0.73,0.66,0.11,0.19,0.3,0.24,191.34,76.71,1.84,5.15,0.78
34017040202,34,017,040202,510.79,247.33,1.95,1.75,0.3,0.5,0.79,0.63,509.37,204.2,4.89,13.71,2.08
34017040203,34,017,040203,268.82,130.16,1.03,0.92,0.16,0.26,0.42,0.33,268.07,107.47,2.57,7.22,1.1
34017040204,34,017,040204,919.55,445.26,3.51,3.15,0.54,0.89,1.43,1.13,916.99,367.62,8.81,24.69,3.75
34017040205,34,017,040205,180.15,87.23,0.69,0.62,0.1,0.17,0.28,0.22,179.65,72.02,1.73,4.84,0.73
34017040206,34,017,040206,171.06,82.83,0.65,0.59,0.1,0.17,0.27,0.21,170.59,68.39,1.64,4.59,0.7
34017040301,34,017,040301,187.67,90.87,0.72,0.64,0.11,0.18,0.29,0.23,187.15,75.03,1.8,5.04,0.76
34017040302,34,017,040302,104.64,50.67,0.4,0.36,0.06,0.1,0.16,0.13,104.35,41.83,1,2.81,0.43
34017040303,34,017,040303,225.58,109.23,0.86,0.77,0.13,0.22,0.35,0.28,224.95,90.18,2.16,6.06,0.92
34017040304,34,017,040304,260.98,126.37,1,0.89,0.15,0.25,0.41,0.32,260.26,104.34,2.5,7.01,1.06
34017040305,34,017,040305,151.95,73.58,0.58,0.52,0.09,0.15,0.24,0.19,151.53,60.75,1.46,4.08,0.62
34017040306,34,017,040306,375.34,181.74,1.43,1.29,0.22,0.36,0.58,0.46,374.3,150.05,3.59,10.08,1.53
